epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,10338.7,0.89319,0.63635,1.17305,0.78155,0.72914,0.74287,0.48185,1.25615,0.78185,1.33243,0.0064558,0.0064558,0.0064558
181,10394.2,0.89016,0.63002,1.16964,0.7795,0.73184,0.746,0.48467,1.25455,0.78171,1.33034,0.006436,0.006436,0.006436
182,10451.3,0.88315,0.62687,1.16334,0.75766,0.75284,0.74451,0.48317,1.25478,0.78341,1.33033,0.0064162,0.0064162,0.0064162
183,10508.6,0.88558,0.62408,1.16675,0.75967,0.74874,0.74554,0.48199,1.25344,0.78344,1.33131,0.0063964,0.0063964,0.0063964
184,10562.6,0.87865,0.62307,1.16541,0.76074,0.74455,0.74659,0.48137,1.2524,0.78215,1.33053,0.0063766,0.0063766,0.0063766
185,10619,0.88952,0.62232,1.16767,0.77231,0.74426,0.74567,0.48023,1.25301,0.78557,1.33184,0.0063568,0.0063568,0.0063568
186,10677.4,0.88761,0.6305,1.16697,0.77597,0.74194,0.74655,0.48018,1.25626,0.78285,1.33291,0.006337,0.006337,0.006337
187,10732.8,0.87735,0.61917,1.16239,0.78174,0.7389,0.74437,0.47957,1.25714,0.78239,1.33508,0.0063172,0.0063172,0.0063172
188,10787.8,0.87835,0.6222,1.1614,0.77969,0.73737,0.74349,0.47937,1.2606,0.7858,1.33879,0.0062974,0.0062974,0.0062974
189,10846.2,0.87831,0.63001,1.16265,0.78737,0.72978,0.74538,0.47985,1.25827,0.78508,1.33535,0.0062776,0.0062776,0.0062776
190,10903.3,0.87556,0.61445,1.15996,0.79382,0.72754,0.74578,0.48012,1.25857,0.78248,1.33566,0.0062578,0.0062578,0.0062578
191,10958.4,0.88244,0.61392,1.16197,0.79017,0.73263,0.74654,0.47994,1.25877,0.78137,1.33658,0.006238,0.006238,0.006238
192,11015.1,0.86925,0.61613,1.15775,0.79373,0.73486,0.74679,0.47921,1.25896,0.78051,1.33655,0.0062182,0.0062182,0.0062182
193,11072.8,0.86706,0.61343,1.15579,0.79604,0.73066,0.74627,0.4781,1.2584,0.78192,1.33669,0.0061984,0.0061984,0.0061984
194,11131.4,0.87829,0.62083,1.16136,0.79288,0.73237,0.74535,0.4799,1.25845,0.78094,1.33593,0.0061786,0.0061786,0.0061786
195,11190.5,0.87335,0.61793,1.15483,0.78803,0.73468,0.74349,0.47883,1.25781,0.78223,1.3358,0.0061588,0.0061588,0.0061588
196,11249.5,0.86482,0.60128,1.15301,0.79584,0.73487,0.74296,0.48001,1.25676,0.78203,1.33503,0.006139,0.006139,0.006139
197,11306.7,0.8613,0.60748,1.15323,0.79849,0.73478,0.74335,0.4808,1.2562,0.78132,1.33489,0.0061192,0.0061192,0.0061192
198,11364.3,0.86356,0.60972,1.15557,0.78898,0.73362,0.74316,0.48012,1.25595,0.78166,1.33465,0.0060994,0.0060994,0.0060994
199,11422.2,0.86508,0.60179,1.15158,0.79785,0.73183,0.7451,0.48124,1.25692,0.78536,1.33473,0.0060796,0.0060796,0.0060796
200,11478.3,0.86312,0.60262,1.15122,0.79888,0.73049,0.74628,0.48231,1.25569,0.78537,1.33356,0.0060598,0.0060598,0.0060598
201,11532.8,0.85613,0.59744,1.1444,0.79036,0.73362,0.74475,0.48089,1.25538,0.78615,1.33395,0.00604,0.00604,0.00604
202,11590.8,0.86094,0.60128,1.14684,0.79282,0.72808,0.74414,0.48267,1.25439,0.78688,1.33408,0.0060202,0.0060202,0.0060202
203,11647.6,0.86436,0.61128,1.15193,0.79031,0.73398,0.74467,0.48377,1.25257,0.78719,1.33319,0.0060004,0.0060004,0.0060004
204,11705.2,0.85301,0.59868,1.144,0.78734,0.73271,0.74667,0.48436,1.25216,0.78867,1.33313,0.0059806,0.0059806,0.0059806
205,11763.2,0.85909,0.5987,1.1469,0.78509,0.73693,0.74727,0.48525,1.25283,0.78998,1.33319,0.0059608,0.0059608,0.0059608
206,11821.2,0.85392,0.60158,1.14825,0.7846,0.73306,0.74683,0.48548,1.25133,0.79145,1.33321,0.005941,0.005941,0.005941
207,11878.9,0.85151,0.59428,1.14307,0.77899,0.73622,0.7434,0.48482,1.24978,0.79327,1.33321,0.0059212,0.0059212,0.0059212
208,11937.1,0.85297,0.60002,1.14545,0.77368,0.74086,0.74365,0.48465,1.24862,0.79282,1.33276,0.0059014,0.0059014,0.0059014
209,11995.9,0.85499,0.59827,1.14513,0.77392,0.74349,0.74416,0.48352,1.24894,0.79196,1.33422,0.0058816,0.0058816,0.0058816
210,12051,0.85181,0.595,1.14524,0.77447,0.74097,0.7441,0.48387,1.24784,0.79118,1.33422,0.0058618,0.0058618,0.0058618
211,12106.3,0.84287,0.59016,1.14284,0.7723,0.74893,0.74413,0.48326,1.24871,0.78852,1.33628,0.005842,0.005842,0.005842
212,12163.8,0.8522,0.59696,1.14321,0.7735,0.74815,0.74686,0.48414,1.24867,0.78783,1.33662,0.0058222,0.0058222,0.0058222
213,12221.7,0.84936,0.58911,1.14049,0.77468,0.75051,0.74819,0.48393,1.24852,0.78679,1.33626,0.0058024,0.0058024,0.0058024
214,12279.3,0.84582,0.5826,1.13893,0.77687,0.74792,0.74725,0.4824,1.24652,0.78713,1.33406,0.0057826,0.0057826,0.0057826
215,12338,0.8428,0.58968,1.13829,0.77586,0.7466,0.74675,0.48375,1.24493,0.78768,1.3325,0.0057628,0.0057628,0.0057628
216,12395.6,0.8446,0.59005,1.13906,0.7772,0.74276,0.74651,0.48251,1.24335,0.78808,1.3307,0.005743,0.005743,0.005743
217,12453.2,0.85101,0.59047,1.14033,0.77649,0.74372,0.74835,0.4827,1.24427,0.78692,1.33275,0.0057232,0.0057232,0.0057232
218,12510.3,0.84048,0.58842,1.1366,0.7687,0.74615,0.74759,0.48207,1.24318,0.78633,1.33245,0.0057034,0.0057034,0.0057034
219,12568.2,0.83924,0.58904,1.13864,0.77942,0.73532,0.74562,0.48231,1.24436,0.7856,1.33365,0.0056836,0.0056836,0.0056836
220,12623.6,0.83289,0.57777,1.13299,0.77964,0.73533,0.74481,0.48141,1.24545,0.78543,1.33466,0.0056638,0.0056638,0.0056638
221,12679.6,0.83199,0.57569,1.13572,0.77895,0.73562,0.74484,0.48249,1.24553,0.78689,1.33518,0.005644,0.005644,0.005644
222,12738.4,0.83684,0.5848,1.13531,0.78333,0.73747,0.74465,0.48244,1.24418,0.78595,1.33415,0.0056242,0.0056242,0.0056242
223,12796.2,0.82791,0.58357,1.13245,0.77956,0.73827,0.74368,0.48227,1.24378,0.78415,1.33366,0.0056044,0.0056044,0.0056044
224,12854.8,0.83496,0.58249,1.13166,0.78342,0.7387,0.7444,0.48221,1.24622,0.78568,1.33652,0.0055846,0.0055846,0.0055846
225,12913,0.83564,0.58058,1.13753,0.78126,0.74403,0.74436,0.482,1.24653,0.78595,1.33697,0.0055648,0.0055648,0.0055648
226,12971.6,0.83014,0.57552,1.12687,0.78255,0.74336,0.74564,0.48285,1.24695,0.78554,1.33763,0.005545,0.005545,0.005545
227,13029.7,0.83161,0.58007,1.13086,0.78766,0.74221,0.74524,0.4832,1.24719,0.78561,1.33783,0.0055252,0.0055252,0.0055252
228,13088,0.82599,0.57503,1.13438,0.7845,0.74406,0.74549,0.48283,1.24701,0.78521,1.33761,0.0055054,0.0055054,0.0055054
229,13144.5,0.82324,0.572,1.12939,0.78529,0.74417,0.74609,0.48258,1.24869,0.78492,1.33953,0.0054856,0.0054856,0.0054856
230,13199.2,0.82285,0.57581,1.12791,0.7841,0.74551,0.74684,0.48348,1.24793,0.78624,1.33885,0.0054658,0.0054658,0.0054658
231,13255.3,0.81313,0.57194,1.12304,0.78608,0.74551,0.74622,0.48358,1.2477,0.78634,1.33812,0.005446,0.005446,0.005446
232,13313.4,0.81789,0.57512,1.12521,0.78638,0.7455,0.74611,0.48358,1.24629,0.78536,1.33648,0.0054262,0.0054262,0.0054262
233,13371,0.82341,0.56566,1.1274,0.78466,0.74101,0.74675,0.48393,1.24603,0.78574,1.33631,0.0054064,0.0054064,0.0054064
234,13428.3,0.81686,0.56518,1.12193,0.78397,0.74333,0.74592,0.48404,1.24708,0.78542,1.33713,0.0053866,0.0053866,0.0053866
235,13486.5,0.82371,0.5753,1.127,0.7831,0.74259,0.74507,0.48309,1.24729,0.78619,1.33734,0.0053668,0.0053668,0.0053668
236,13544.6,0.81494,0.56553,1.12068,0.78294,0.74045,0.74537,0.48304,1.24862,0.78586,1.33858,0.005347,0.005347,0.005347
237,13602.6,0.81474,0.56565,1.1194,0.77904,0.74051,0.7452,0.48338,1.24872,0.7849,1.33945,0.0053272,0.0053272,0.0053272
238,13660.2,0.81027,0.56111,1.11836,0.77655,0.74596,0.74526,0.48324,1.25025,0.78319,1.34126,0.0053074,0.0053074,0.0053074
239,13717.2,0.8065,0.56439,1.11744,0.78048,0.74045,0.74479,0.48334,1.24986,0.78318,1.34118,0.0052876,0.0052876,0.0052876
240,13773,0.80946,0.56301,1.1189,0.77706,0.7449,0.74516,0.48351,1.24937,0.78426,1.34032,0.0052678,0.0052678,0.0052678
241,13830.2,0.81121,0.56399,1.11975,0.77883,0.73917,0.74251,0.48319,1.25027,0.78505,1.34147,0.005248,0.005248,0.005248
242,13889.5,0.81485,0.56626,1.11811,0.77919,0.73832,0.74227,0.48308,1.24943,0.78413,1.34142,0.0052282,0.0052282,0.0052282
243,13947.2,0.80367,0.55429,1.11281,0.7792,0.73854,0.74436,0.48316,1.24987,0.78305,1.34186,0.0052084,0.0052084,0.0052084
244,14006.9,0.80396,0.55971,1.11682,0.77858,0.73711,0.74258,0.48338,1.24953,0.78113,1.3417,0.0051886,0.0051886,0.0051886
245,14065.3,0.81164,0.56679,1.11941,0.77898,0.73856,0.74241,0.48308,1.2498,0.78135,1.34196,0.0051688,0.0051688,0.0051688
