epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,1543.58,1.27471,1.14562,1.47578,0.73502,0.69174,0.74351,0.44158,1.39518,0.96728,1.40697,0.0094654,0.0094654,0.0094654
29,1597.77,1.25912,1.12584,1.46858,0.74979,0.67101,0.72488,0.42868,1.47233,0.98205,1.44613,0.0094456,0.0094456,0.0094456
30,1650.99,1.25396,1.10894,1.4615,0.78409,0.66767,0.7401,0.43418,1.40122,0.98549,1.40451,0.0094258,0.0094258,0.0094258
31,1705.3,1.24738,1.10554,1.45529,0.81752,0.66802,0.74036,0.43906,1.38894,0.96203,1.41199,0.009406,0.009406,0.009406
32,1759.32,1.23584,1.08727,1.44779,0.74477,0.68365,0.72628,0.41342,1.43562,0.97338,1.41514,0.0093862,0.0093862,0.0093862
33,1812.95,1.2397,1.09551,1.44955,0.7526,0.65276,0.71711,0.42402,1.42343,0.99611,1.40881,0.0093664,0.0093664,0.0093664
34,1868.22,1.23455,1.08015,1.44462,0.80443,0.68795,0.74546,0.44319,1.41351,0.91499,1.4145,0.0093466,0.0093466,0.0093466
35,1922.6,1.23077,1.07635,1.44019,0.7769,0.7046,0.74477,0.4476,1.39328,0.93884,1.38643,0.0093268,0.0093268,0.0093268
36,1976.6,1.22462,1.06183,1.43053,0.80232,0.68228,0.75148,0.44985,1.3736,0.93472,1.38729,0.009307,0.009307,0.009307
37,2031.2,1.22467,1.06216,1.43539,0.79141,0.69355,0.7485,0.44384,1.39658,0.9196,1.39755,0.0092872,0.0092872,0.0092872
38,2086.15,1.21665,1.05464,1.42534,0.79515,0.67004,0.73447,0.44044,1.40161,0.93271,1.40186,0.0092674,0.0092674,0.0092674
39,2138.59,1.21268,1.0465,1.42939,0.73534,0.70735,0.73711,0.44171,1.39888,0.90972,1.39631,0.0092476,0.0092476,0.0092476
40,2193.24,1.20395,1.02497,1.41394,0.7598,0.68704,0.72651,0.42857,1.41194,0.92658,1.41168,0.0092278,0.0092278,0.0092278
41,2246.42,1.19974,1.01796,1.4124,0.76064,0.68375,0.74085,0.44379,1.36823,0.91055,1.36992,0.009208,0.009208,0.009208
42,2298.55,1.19582,1.01504,1.41189,0.79145,0.68663,0.73709,0.44314,1.41523,0.92752,1.41033,0.0091882,0.0091882,0.0091882
43,2351.63,1.19732,1.0157,1.41529,0.77305,0.6971,0.7362,0.4378,1.41693,0.93794,1.42976,0.0091684,0.0091684,0.0091684
44,2405.53,1.18828,0.99533,1.40523,0.76398,0.68869,0.73409,0.44638,1.36336,0.91976,1.38027,0.0091486,0.0091486,0.0091486
45,2457.41,1.1897,0.99542,1.39896,0.79638,0.67276,0.74435,0.4413,1.37071,0.90049,1.37817,0.0091288,0.0091288,0.0091288
46,2510.78,1.18157,0.98862,1.39653,0.80368,0.69302,0.74935,0.46291,1.37448,0.89944,1.38557,0.009109,0.009109,0.009109
47,2565.16,1.17085,0.97278,1.38797,0.78471,0.70266,0.74692,0.45484,1.38315,0.89451,1.38771,0.0090892,0.0090892,0.0090892
48,2618.64,1.17467,0.97197,1.39532,0.79017,0.7276,0.76116,0.46529,1.37507,0.87833,1.37815,0.0090694,0.0090694,0.0090694
49,2673.42,1.16514,0.97418,1.39179,0.80542,0.7124,0.7579,0.46351,1.372,0.85394,1.37849,0.0090496,0.0090496,0.0090496
50,2727.6,1.16168,0.95815,1.37579,0.80418,0.71177,0.76386,0.4591,1.38374,0.86538,1.37273,0.0090298,0.0090298,0.0090298
51,2782.67,1.16478,0.96616,1.38444,0.80117,0.69731,0.75595,0.45345,1.37619,0.89425,1.39066,0.00901,0.00901,0.00901
52,2836.32,1.15259,0.95499,1.37539,0.79434,0.7088,0.75276,0.46244,1.37376,0.88898,1.38714,0.0089902,0.0089902,0.0089902
53,2890.65,1.15359,0.94447,1.37385,0.77853,0.7207,0.74689,0.45908,1.36638,0.86563,1.38643,0.0089704,0.0089704,0.0089704
54,2943.16,1.14622,0.93983,1.3696,0.7654,0.71362,0.75294,0.45597,1.36397,0.86823,1.38335,0.0089506,0.0089506,0.0089506
55,2995.16,1.14414,0.92983,1.3623,0.77681,0.70849,0.75815,0.45865,1.37128,0.86925,1.37416,0.0089308,0.0089308,0.0089308
56,3048.62,1.13643,0.9266,1.36473,0.8074,0.71813,0.75745,0.46696,1.34613,0.84276,1.35003,0.008911,0.008911,0.008911
57,3101.57,1.12913,0.91663,1.35835,0.7996,0.69804,0.7366,0.45397,1.35246,0.87886,1.37172,0.0088912,0.0088912,0.0088912
58,3156.51,1.13431,0.91645,1.35971,0.81968,0.69887,0.75493,0.45675,1.34303,0.86714,1.36037,0.0088714,0.0088714,0.0088714
59,3210.34,1.12937,0.91563,1.35668,0.77526,0.7135,0.75227,0.45939,1.34536,0.85676,1.36188,0.0088516,0.0088516,0.0088516
60,3264.18,1.12021,0.90769,1.34416,0.79798,0.73251,0.75834,0.47185,1.33609,0.85769,1.36442,0.0088318,0.0088318,0.0088318
61,3316.42,1.11364,0.89531,1.34289,0.76472,0.71281,0.75019,0.45015,1.36339,0.86558,1.38029,0.008812,0.008812,0.008812
62,3370.6,1.11007,0.88844,1.33771,0.78148,0.73043,0.75944,0.47006,1.31306,0.84697,1.33761,0.0087922,0.0087922,0.0087922
63,3423.56,1.11569,0.88874,1.34273,0.78363,0.73178,0.76513,0.4679,1.34824,0.85097,1.34955,0.0087724,0.0087724,0.0087724
64,3474.76,1.11846,0.89087,1.3431,0.80674,0.71211,0.75521,0.46338,1.33613,0.85034,1.35732,0.0087526,0.0087526,0.0087526
65,3525.52,1.10823,0.88291,1.33758,0.80485,0.70914,0.75856,0.4674,1.34708,0.84521,1.37263,0.0087328,0.0087328,0.0087328
66,3578.58,1.09543,0.86591,1.32517,0.77395,0.70742,0.74482,0.46317,1.33033,0.85183,1.34928,0.008713,0.008713,0.008713
67,3630.8,1.10169,0.87061,1.33388,0.81771,0.69926,0.75194,0.45865,1.34895,0.86225,1.36533,0.0086932,0.0086932,0.0086932
68,3682.76,1.10296,0.86508,1.32579,0.76591,0.72675,0.75047,0.45531,1.3659,0.84156,1.38322,0.0086734,0.0086734,0.0086734
69,3737.24,1.09446,0.86199,1.32207,0.80412,0.71649,0.75645,0.47294,1.35248,0.8478,1.36566,0.0086536,0.0086536,0.0086536
70,3791.06,1.09292,0.86592,1.31906,0.79465,0.71771,0.75861,0.47128,1.33446,0.83777,1.35811,0.0086338,0.0086338,0.0086338
71,3845.44,1.0892,0.85505,1.32265,0.82783,0.70518,0.763,0.46816,1.34635,0.84049,1.36429,0.008614,0.008614,0.008614
72,3900.78,1.10048,0.85752,1.32517,0.82535,0.71055,0.75659,0.47134,1.32799,0.84277,1.36376,0.0085942,0.0085942,0.0085942
73,3953.74,1.08844,0.84795,1.31729,0.79062,0.71759,0.74801,0.46184,1.3486,0.85001,1.3735,0.0085744,0.0085744,0.0085744
74,4005.49,1.09272,0.85139,1.32129,0.79858,0.72778,0.76261,0.47859,1.31469,0.81438,1.3561,0.0085546,0.0085546,0.0085546
75,4058.37,1.07899,0.8509,1.31145,0.79544,0.72412,0.75464,0.47624,1.3076,0.83499,1.34526,0.0085348,0.0085348,0.0085348
76,4111.98,1.06407,0.83568,1.30416,0.7935,0.71286,0.74671,0.45224,1.34461,0.8511,1.36457,0.008515,0.008515,0.008515
77,4164.49,1.07595,0.83391,1.30638,0.80117,0.7211,0.75755,0.46754,1.33897,0.82652,1.36358,0.0084952,0.0084952,0.0084952
78,4218.92,1.07337,0.837,1.30299,0.78426,0.73649,0.7641,0.47791,1.30316,0.81332,1.32934,0.0084754,0.0084754,0.0084754
79,4270.29,1.07583,0.83621,1.30494,0.81428,0.72714,0.7665,0.47569,1.30539,0.82713,1.32998,0.0084556,0.0084556,0.0084556
80,4324.9,1.07015,0.8344,1.30411,0.81592,0.71467,0.75559,0.46965,1.32487,0.82872,1.35178,0.0084358,0.0084358,0.0084358
81,4379.09,1.05895,0.8216,1.2979,0.80079,0.71161,0.75595,0.46784,1.31181,0.83694,1.33046,0.008416,0.008416,0.008416
82,4433.66,1.05612,0.82239,1.29808,0.81768,0.71174,0.74644,0.46711,1.30877,0.83058,1.34668,0.0083962,0.0083962,0.0083962
83,4484.84,1.05517,0.81601,1.29502,0.82481,0.73188,0.76914,0.48176,1.31365,0.81027,1.35387,0.0083764,0.0083764,0.0083764
84,4535.53,1.06039,0.81558,1.29353,0.80633,0.7128,0.74786,0.46779,1.32238,0.82832,1.34831,0.0083566,0.0083566,0.0083566
85,4588.76,1.04271,0.8023,1.28228,0.82606,0.70988,0.75805,0.47878,1.30814,0.80538,1.34752,0.0083368,0.0083368,0.0083368
86,4642.54,1.0563,0.80659,1.28981,0.79878,0.73808,0.75998,0.47805,1.31958,0.80337,1.34117,0.008317,0.008317,0.008317
87,4696.76,1.04685,0.80338,1.2872,0.80452,0.72398,0.75481,0.4749,1.32023,0.81956,1.34073,0.0082972,0.0082972,0.0082972
88,4750.46,1.04754,0.80878,1.28285,0.81519,0.73086,0.75971,0.47371,1.32323,0.79957,1.35484,0.0082774,0.0082774,0.0082774
89,4802.43,1.04467,0.79907,1.2813,0.7777,0.73755,0.76329,0.47649,1.30723,0.82262,1.33816,0.0082576,0.0082576,0.0082576
90,4856.29,1.04355,0.79165,1.27975,0.81646,0.72096,0.75983,0.47756,1.3019,0.81474,1.3403,0.0082378,0.0082378,0.0082378
91,4908.36,1.04018,0.79541,1.27909,0.81263,0.72943,0.77223,0.47726,1.31505,0.80024,1.33186,0.008218,0.008218,0.008218
92,4962.08,1.03263,0.78722,1.27697,0.77683,0.73569,0.75448,0.47527,1.32168,0.80515,1.34866,0.0081982,0.0081982,0.0081982
93,5015.75,1.02579,0.78268,1.26994,0.81984,0.72923,0.76979,0.48532,1.31176,0.78788,1.34019,0.0081784,0.0081784,0.0081784
94,5069.84,1.03017,0.78292,1.2758,0.81892,0.71947,0.7682,0.48552,1.30555,0.79946,1.34078,0.0081586,0.0081586,0.0081586
95,5123.48,1.02955,0.79335,1.27683,0.80044,0.73763,0.76436,0.4778,1.30813,0.80958,1.3406,0.0081388,0.0081388,0.0081388
96,5177.37,1.02783,0.78071,1.27165,0.81035,0.73103,0.76201,0.48256,1.2935,0.80298,1.33654,0.008119,0.008119,0.008119
97,5231.87,1.01964,0.77042,1.27016,0.80062,0.74219,0.76135,0.48016,1.31063,0.80079,1.34472,0.0080992,0.0080992,0.0080992
98,5285.56,1.02103,0.7767,1.27063,0.81515,0.71488,0.75732,0.48076,1.2976,0.79886,1.33835,0.0080794,0.0080794,0.0080794
99,5337.83,1.0195,0.78264,1.26743,0.79231,0.74478,0.75292,0.48148,1.29668,0.79937,1.33908,0.0080596,0.0080596,0.0080596
100,5390.72,1.01461,0.77092,1.26554,0.81932,0.71909,0.75475,0.47828,1.28621,0.79626,1.33716,0.0080398,0.0080398,0.0080398
101,5443.33,1.01945,0.77257,1.25995,0.80464,0.7378,0.75894,0.47262,1.28958,0.77937,1.33636,0.00802,0.00802,0.00802
102,5495.39,1.01671,0.76423,1.26094,0.81747,0.71143,0.74876,0.47123,1.28616,0.79278,1.35196,0.0080002,0.0080002,0.0080002
103,5547.02,1.00588,0.75785,1.25737,0.79397,0.73666,0.75436,0.47337,1.29578,0.79617,1.34675,0.0079804,0.0079804,0.0079804
104,5598.75,1.01191,0.7586,1.25758,0.80639,0.73314,0.76136,0.47811,1.2757,0.78594,1.33524,0.0079606,0.0079606,0.0079606
105,5652.66,1.00754,0.75982,1.25241,0.78006,0.74467,0.76212,0.48533,1.27854,0.78434,1.32443,0.0079408,0.0079408,0.0079408
106,5704.97,1.00136,0.75337,1.25391,0.82859,0.72276,0.76934,0.48429,1.28867,0.80056,1.33618,0.007921,0.007921,0.007921
107,5759.23,0.99937,0.74867,1.24946,0.82222,0.71702,0.76346,0.48565,1.30283,0.79061,1.34551,0.0079012,0.0079012,0.0079012
108,5812.54,1.00869,0.7538,1.25448,0.7966,0.72769,0.75838,0.48734,1.28709,0.7889,1.332,0.0078814,0.0078814,0.0078814
109,5866.36,1.00098,0.74986,1.25275,0.82039,0.70537,0.7586,0.4818,1.28872,0.79743,1.33989,0.0078616,0.0078616,0.0078616
110,5919.42,0.99158,0.74427,1.24551,0.78517,0.74222,0.75897,0.47979,1.28922,0.78614,1.34086,0.0078418,0.0078418,0.0078418
111,5973.59,0.98902,0.73849,1.24055,0.79875,0.72547,0.75375,0.4767,1.2922,0.78724,1.34938,0.007822,0.007822,0.007822
112,6025.88,0.99438,0.74348,1.24509,0.78562,0.73594,0.75074,0.47791,1.28653,0.79997,1.34215,0.0078022,0.0078022,0.0078022
113,6078.05,0.99167,0.74507,1.24747,0.76966,0.7471,0.75201,0.48,1.2838,0.79176,1.3417,0.0077824,0.0077824,0.0077824
114,6129.16,0.98996,0.73523,1.23842,0.81705,0.72059,0.76616,0.48183,1.29248,0.77826,1.34437,0.0077626,0.0077626,0.0077626
115,6183.77,0.98244,0.73117,1.2366,0.79787,0.73308,0.75757,0.48269,1.2839,0.78619,1.34207,0.0077428,0.0077428,0.0077428
116,6239.43,0.98554,0.73366,1.23526,0.79581,0.71704,0.7509,0.4769,1.29376,0.79873,1.33883,0.007723,0.007723,0.007723
117,6293.41,0.981,0.72467,1.23795,0.79243,0.73896,0.7525,0.47449,1.28925,0.78828,1.33814,0.0077032,0.0077032,0.0077032
118,6345.95,0.97884,0.74105,1.23893,0.80202,0.73013,0.75288,0.4731,1.29606,0.79217,1.34286,0.0076834,0.0076834,0.0076834
119,6399.08,0.98332,0.73229,1.23566,0.80483,0.73535,0.75708,0.47773,1.28808,0.78511,1.3355,0.0076636,0.0076636,0.0076636
120,6452.19,0.97218,0.72175,1.22878,0.79817,0.74697,0.75949,0.4782,1.2881,0.7881,1.33329,0.0076438,0.0076438,0.0076438
121,6505.67,0.97185,0.71766,1.2335,0.80254,0.7328,0.75447,0.48189,1.28281,0.78685,1.33119,0.007624,0.007624,0.007624
122,6557.15,0.97501,0.72681,1.23513,0.78839,0.74058,0.76256,0.48203,1.27452,0.78396,1.33146,0.0076042,0.0076042,0.0076042
123,6608.18,0.96784,0.71764,1.22313,0.77718,0.74867,0.75996,0.48155,1.26987,0.78646,1.3227,0.0075844,0.0075844,0.0075844
124,6659.41,0.96524,0.71639,1.2294,0.80773,0.73612,0.75555,0.48327,1.28053,0.78767,1.3324,0.0075646,0.0075646,0.0075646
125,6712.68,0.96595,0.71618,1.22308,0.79709,0.74487,0.75153,0.47412,1.28879,0.78427,1.33691,0.0075448,0.0075448,0.0075448
126,6763.36,0.97458,0.71869,1.22611,0.81023,0.73627,0.754,0.4749,1.29614,0.77909,1.34356,0.007525,0.007525,0.007525
127,6814.26,0.96141,0.71269,1.22455,0.81275,0.72797,0.75293,0.47754,1.28185,0.78204,1.3391,0.0075052,0.0075052,0.0075052
128,6867.1,0.96063,0.71256,1.22117,0.80831,0.73985,0.75814,0.48728,1.27422,0.79186,1.33165,0.0074854,0.0074854,0.0074854
129,6919.01,0.96827,0.71296,1.22386,0.81456,0.7415,0.76219,0.48517,1.28091,0.78391,1.33525,0.0074656,0.0074656,0.0074656
130,6970.06,0.96098,0.70934,1.22381,0.7905,0.73386,0.75295,0.48147,1.27841,0.78028,1.33205,0.0074458,0.0074458,0.0074458
131,7020.42,0.95673,0.71289,1.22097,0.78156,0.73851,0.75076,0.48234,1.27899,0.78156,1.33737,0.007426,0.007426,0.007426
132,7075.54,0.95808,0.7102,1.21558,0.79509,0.72875,0.75099,0.48318,1.26899,0.77452,1.32575,0.0074062,0.0074062,0.0074062
133,7125.7,0.94968,0.70519,1.21927,0.79919,0.73224,0.75251,0.48404,1.26955,0.78484,1.33028,0.0073864,0.0073864,0.0073864
134,7178.38,0.95615,0.70862,1.21876,0.79153,0.75308,0.75338,0.48215,1.27462,0.77341,1.335,0.0073666,0.0073666,0.0073666
135,7230.91,0.95139,0.70305,1.2175,0.79753,0.74728,0.75175,0.4807,1.27307,0.78261,1.34038,0.0073468,0.0073468,0.0073468
136,7283.4,0.95255,0.70263,1.21431,0.81871,0.7383,0.75591,0.4841,1.26233,0.78152,1.32959,0.007327,0.007327,0.007327
137,7334.57,0.95022,0.70043,1.2137,0.81378,0.73203,0.75396,0.48719,1.26158,0.78953,1.32856,0.0073072,0.0073072,0.0073072
138,7386.86,0.94184,0.68864,1.20517,0.81102,0.74274,0.75755,0.48717,1.25888,0.77737,1.3224,0.0072874,0.0072874,0.0072874
139,7441.33,0.95027,0.69464,1.20971,0.81499,0.74982,0.75716,0.48519,1.26655,0.77657,1.32683,0.0072676,0.0072676,0.0072676
140,7492.92,0.93969,0.69438,1.20999,0.8169,0.74135,0.75513,0.4819,1.26754,0.77551,1.33315,0.0072478,0.0072478,0.0072478
141,7544.14,0.9435,0.68425,1.2075,0.811,0.73168,0.74872,0.48232,1.27493,0.77751,1.33438,0.007228,0.007228,0.007228
142,7598.35,0.93166,0.68352,1.20046,0.80522,0.73148,0.75097,0.48007,1.2705,0.78033,1.33077,0.0072082,0.0072082,0.0072082
143,7648.84,0.93917,0.68652,1.20839,0.80812,0.73355,0.74998,0.48138,1.28019,0.77791,1.3394,0.0071884,0.0071884,0.0071884
144,7700.63,0.9331,0.6913,1.20331,0.81547,0.73163,0.75285,0.48096,1.27925,0.77165,1.33679,0.0071686,0.0071686,0.0071686
145,7755.32,0.93967,0.68336,1.20225,0.81221,0.73591,0.75886,0.48541,1.27057,0.76458,1.33043,0.0071488,0.0071488,0.0071488
146,7805.39,0.93568,0.68592,1.20286,0.80395,0.73754,0.75531,0.48239,1.27514,0.77176,1.33808,0.007129,0.007129,0.007129
147,7856.33,0.93504,0.6855,1.2044,0.80543,0.72871,0.75558,0.47824,1.27825,0.77489,1.34184,0.0071092,0.0071092,0.0071092
148,7909.71,0.93559,0.67452,1.20052,0.78668,0.74282,0.75376,0.47863,1.26794,0.77629,1.33558,0.0070894,0.0070894,0.0070894
149,7960.31,0.92988,0.68281,1.19947,0.78906,0.73784,0.75401,0.48106,1.26633,0.77867,1.3354,0.0070696,0.0070696,0.0070696
150,8011.58,0.92947,0.67567,1.20308,0.76869,0.74057,0.75565,0.4803,1.26822,0.77733,1.33511,0.0070498,0.0070498,0.0070498
151,8061.69,0.92691,0.67824,1.19594,0.78905,0.73379,0.75627,0.48225,1.26461,0.77181,1.33133,0.00703,0.00703,0.00703
152,8115.72,0.9242,0.67413,1.19282,0.79567,0.73051,0.75475,0.48501,1.26457,0.77499,1.33316,0.0070102,0.0070102,0.0070102
153,8167.21,0.9202,0.66951,1.19294,0.80244,0.72731,0.75386,0.48527,1.26503,0.77526,1.34027,0.0069904,0.0069904,0.0069904
154,8218.65,0.91943,0.67144,1.19532,0.80162,0.72504,0.75471,0.48603,1.26247,0.7704,1.33418,0.0069706,0.0069706,0.0069706
155,8271,0.91557,0.67304,1.19782,0.80752,0.73102,0.75554,0.48608,1.26436,0.7688,1.33842,0.0069508,0.0069508,0.0069508
156,8323.05,0.9092,0.66713,1.18947,0.80304,0.73334,0.75553,0.48541,1.26635,0.77156,1.34218,0.006931,0.006931,0.006931
157,8373.9,0.91634,0.66539,1.19147,0.81186,0.72524,0.75628,0.48349,1.26244,0.7746,1.34144,0.0069112,0.0069112,0.0069112
158,8427.19,0.91776,0.66577,1.19173,0.80285,0.72973,0.75702,0.48505,1.26263,0.76803,1.33812,0.0068914,0.0068914,0.0068914
159,8480.98,0.91415,0.66782,1.18731,0.79995,0.73408,0.75633,0.48568,1.25605,0.76483,1.33372,0.0068716,0.0068716,0.0068716
160,8532.7,0.91535,0.65982,1.18648,0.81012,0.73347,0.75919,0.49039,1.25238,0.76568,1.33099,0.0068518,0.0068518,0.0068518
161,8583.12,0.90466,0.65938,1.18466,0.80671,0.73594,0.75965,0.48674,1.25263,0.76147,1.33124,0.006832,0.006832,0.006832
162,8637.41,0.91328,0.66141,1.18454,0.80595,0.7306,0.75952,0.48724,1.25527,0.76116,1.33233,0.0068122,0.0068122,0.0068122
163,8687.17,0.9151,0.65938,1.18757,0.80846,0.72944,0.75727,0.48526,1.25346,0.76162,1.33058,0.0067924,0.0067924,0.0067924
164,8737.5,0.90592,0.6605,1.18225,0.79789,0.74219,0.76095,0.48469,1.25713,0.76013,1.33335,0.0067726,0.0067726,0.0067726
165,8790.4,0.9041,0.64855,1.17912,0.8037,0.73942,0.75923,0.48293,1.26092,0.76282,1.33705,0.0067528,0.0067528,0.0067528
166,8844.37,0.89756,0.65233,1.17856,0.81181,0.74024,0.75822,0.48236,1.25927,0.76949,1.33325,0.006733,0.006733,0.006733
167,8895.58,0.90222,0.65175,1.1788,0.80702,0.74812,0.75913,0.48287,1.26123,0.77149,1.33885,0.0067132,0.0067132,0.0067132
168,8946.44,0.89987,0.65073,1.17891,0.80377,0.74101,0.75599,0.48276,1.25989,0.77372,1.33777,0.0066934,0.0066934,0.0066934
169,8998.23,0.90248,0.65219,1.18054,0.8041,0.74299,0.75286,0.48405,1.2585,0.76816,1.33487,0.0066736,0.0066736,0.0066736
170,9050.09,0.90056,0.64925,1.17477,0.80128,0.73903,0.75341,0.48226,1.26161,0.76331,1.34071,0.0066538,0.0066538,0.0066538
171,9100.11,0.898,0.6515,1.17434,0.78511,0.75093,0.75194,0.47955,1.26082,0.7619,1.34073,0.006634,0.006634,0.006634
172,9153.52,0.88872,0.64274,1.17314,0.78635,0.75301,0.75332,0.47974,1.25634,0.7653,1.33573,0.0066142,0.0066142,0.0066142
173,9205.77,0.89904,0.6397,1.17077,0.78145,0.74719,0.75065,0.4806,1.25354,0.76265,1.33278,0.0065944,0.0065944,0.0065944
174,9256.73,0.89292,0.6398,1.17413,0.80168,0.73959,0.75037,0.48129,1.25404,0.76423,1.33203,0.0065746,0.0065746,0.0065746
175,9307.66,0.89579,0.6411,1.17257,0.80002,0.7428,0.7497,0.48173,1.25228,0.76497,1.32963,0.0065548,0.0065548,0.0065548
176,9361.88,0.88809,0.64115,1.17439,0.80646,0.7428,0.75079,0.48248,1.25064,0.76678,1.3273,0.006535,0.006535,0.006535
177,9414.79,0.88477,0.63555,1.16932,0.79877,0.74664,0.74923,0.48174,1.24917,0.7686,1.32687,0.0065152,0.0065152,0.0065152
178,9466.58,0.87803,0.62825,1.1614,0.80119,0.73975,0.74874,0.48058,1.24733,0.7676,1.3263,0.0064954,0.0064954,0.0064954
179,9517.11,0.89543,0.64278,1.17293,0.80869,0.73675,0.74993,0.48027,1.24932,0.76483,1.32935,0.0064756,0.0064756,0.0064756
180,9571.06,0.88892,0.64103,1.1695,0.80281,0.7412,0.74808,0.48075,1.2502,0.76471,1.33014,0.0064558,0.0064558,0.0064558
181,9622.17,0.88533,0.63743,1.16934,0.80672,0.7353,0.75137,0.48,1.25236,0.76162,1.33183,0.006436,0.006436,0.006436
182,9672.97,0.88423,0.63113,1.16867,0.80895,0.7386,0.75124,0.47974,1.24934,0.76051,1.33107,0.0064162,0.0064162,0.0064162
183,9727.7,0.87595,0.62636,1.16101,0.80927,0.74235,0.75146,0.4791,1.25062,0.75997,1.33225,0.0063964,0.0063964,0.0063964
184,9779.78,0.87523,0.62687,1.16475,0.80859,0.73896,0.75208,0.48032,1.24796,0.76031,1.33184,0.0063766,0.0063766,0.0063766
185,9829.84,0.88379,0.62656,1.16276,0.8033,0.7408,0.74987,0.47939,1.24841,0.75987,1.33146,0.0063568,0.0063568,0.0063568
